organism,contig,position
411469.PRJNA18177,411469.PRJNA18177.ACEP01000093,448102
411469.PRJNA18177,411469.PRJNA18177.ACEP01000092,498468
411469.PRJNA18177,411469.PRJNA18177.ACEP01000091,500737
411469.PRJNA18177,411469.PRJNA18177.ACEP01000097,506275
411469.PRJNA18177,411469.PRJNA18177.ACEP01000096,539188
411469.PRJNA18177,411469.PRJNA18177.ACEP01000095,539752
411469.PRJNA18177,411469.PRJNA18177.ACEP01000094,560752
411469.PRJNA18177,411469.PRJNA18177.ACEP01000143,603499
411469.PRJNA18177,411469.PRJNA18177.ACEP01000142,651039
411469.PRJNA18177,411469.PRJNA18177.ACEP01000145,656007
411469.PRJNA18177,411469.PRJNA18177.ACEP01000144,662667
411469.PRJNA18177,411469.PRJNA18177.ACEP01000146,664045
411469.PRJNA18177,411469.PRJNA18177.ACEP01000011,665398
411469.PRJNA18177,411469.PRJNA18177.ACEP01000086,745030
411469.PRJNA18177,411469.PRJNA18177.ACEP01000123,753678
411469.PRJNA18177,411469.PRJNA18177.ACEP01000013,756713
411469.PRJNA18177,411469.PRJNA18177.ACEP01000017,761109
411469.PRJNA18177,411469.PRJNA18177.ACEP01000015,764818
411469.PRJNA18177,411469.PRJNA18177.ACEP01000088,795271
411469.PRJNA18177,411469.PRJNA18177.ACEP01000089,880241
411469.PRJNA18177,411469.PRJNA18177.ACEP01000084,907716
411469.PRJNA18177,411469.PRJNA18177.ACEP01000085,951249
411469.PRJNA18177,411469.PRJNA18177.ACEP01000087,974953
411469.PRJNA18177,411469.PRJNA18177.ACEP01000080,989122
411469.PRJNA18177,411469.PRJNA18177.ACEP01000081,1045515
411469.PRJNA18177,411469.PRJNA18177.ACEP01000082,1088604
411469.PRJNA18177,411469.PRJNA18177.ACEP01000083,1095240
411469.PRJNA18177,411469.PRJNA18177.ACEP01000152,1116653
411469.PRJNA18177,411469.PRJNA18177.ACEP01000153,1146856
411469.PRJNA18177,411469.PRJNA18177.ACEP01000156,1151639
411469.PRJNA18177,411469.PRJNA18177.ACEP01000154,1154402
411469.PRJNA18177,411469.PRJNA18177.ACEP01000155,1156159
411469.PRJNA18177,411469.PRJNA18177.ACEP01000039,1158954
411469.PRJNA18177,411469.PRJNA18177.ACEP01000038,1181090
411469.PRJNA18177,411469.PRJNA18177.ACEP01000032,1189986
411469.PRJNA18177,411469.PRJNA18177.ACEP01000035,1204203
411469.PRJNA18177,411469.PRJNA18177.ACEP01000034,1227082
411469.PRJNA18177,411469.PRJNA18177.ACEP01000002,1251928
411469.PRJNA18177,411469.PRJNA18177.ACEP01000150,1287384
411469.PRJNA18177,411469.PRJNA18177.ACEP01000157,1288393
411469.PRJNA18177,411469.PRJNA18177.ACEP01000158,1288925
411469.PRJNA18177,411469.PRJNA18177.ACEP01000168,1294938
411469.PRJNA18177,411469.PRJNA18177.ACEP01000151,1309039
411469.PRJNA18177,411469.PRJNA18177.ACEP01000115,1320729
411469.PRJNA18177,411469.PRJNA18177.ACEP01000112,1321360
411469.PRJNA18177,411469.PRJNA18177.ACEP01000126,1381637
411469.PRJNA18177,411469.PRJNA18177.ACEP01000125,1382334
411469.PRJNA18177,411469.PRJNA18177.ACEP01000124,1383059
411469.PRJNA18177,411469.PRJNA18177.ACEP01000122,1386656
411469.PRJNA18177,411469.PRJNA18177.ACEP01000121,1417411
411469.PRJNA18177,411469.PRJNA18177.ACEP01000120,1419774
411469.PRJNA18177,411469.PRJNA18177.ACEP01000129,1432503
411469.PRJNA18177,411469.PRJNA18177.ACEP01000128,1460318
411469.PRJNA18177,411469.PRJNA18177.ACEP01000030,1468252
411469.PRJNA18177,411469.PRJNA18177.ACEP01000037,1472057
411469.PRJNA18177,411469.PRJNA18177.ACEP01000133,1489066
411469.PRJNA18177,411469.PRJNA18177.ACEP01000019,1489914
411469.PRJNA18177,411469.PRJNA18177.ACEP01000138,1493339
411469.PRJNA18177,411469.PRJNA18177.ACEP01000139,1505723
411469.PRJNA18177,411469.PRJNA18177.ACEP01000130,1512897
411469.PRJNA18177,411469.PRJNA18177.ACEP01000131,1528420
411469.PRJNA18177,411469.PRJNA18177.ACEP01000132,1550221
411469.PRJNA18177,411469.PRJNA18177.ACEP01000134,1551660
411469.PRJNA18177,411469.PRJNA18177.ACEP01000135,1555173
411469.PRJNA18177,411469.PRJNA18177.ACEP01000136,1558819
411469.PRJNA18177,411469.PRJNA18177.ACEP01000137,1562658
411469.PRJNA18177,411469.PRJNA18177.ACEP01000159,1594535
411469.PRJNA18177,411469.PRJNA18177.ACEP01000008,1615781
411469.PRJNA18177,411469.PRJNA18177.ACEP01000009,1619095
411469.PRJNA18177,411469.PRJNA18177.ACEP01000075,1636236
411469.PRJNA18177,411469.PRJNA18177.ACEP01000119,1647936
411469.PRJNA18177,411469.PRJNA18177.ACEP01000114,1683025
411469.PRJNA18177,411469.PRJNA18177.ACEP01000109,1694415
411469.PRJNA18177,411469.PRJNA18177.ACEP01000108,1734149
411469.PRJNA18177,411469.PRJNA18177.ACEP01000105,1737370
411469.PRJNA18177,411469.PRJNA18177.ACEP01000104,1801897
411469.PRJNA18177,411469.PRJNA18177.ACEP01000106,1803082
411469.PRJNA18177,411469.PRJNA18177.ACEP01000101,1899079
411469.PRJNA18177,411469.PRJNA18177.ACEP01000103,1947987
411469.PRJNA18177,411469.PRJNA18177.ACEP01000102,1949181
411469.PRJNA18177,411469.PRJNA18177.ACEP01000010,1962465
411469.PRJNA18177,411469.PRJNA18177.ACEP01000016,1970790
411469.PRJNA18177,411469.PRJNA18177.ACEP01000014,1991517
411469.PRJNA18177,411469.PRJNA18177.ACEP01000031,1992176
411469.PRJNA18177,411469.PRJNA18177.ACEP01000118,2025286
411469.PRJNA18177,411469.PRJNA18177.ACEP01000116,2030182
411469.PRJNA18177,411469.PRJNA18177.ACEP01000117,2031651
411469.PRJNA18177,411469.PRJNA18177.ACEP01000110,2036029
411469.PRJNA18177,411469.PRJNA18177.ACEP01000111,2037018
411469.PRJNA18177,411469.PRJNA18177.ACEP01000100,2043738
411469.PRJNA18177,411469.PRJNA18177.ACEP01000169,2104077
411469.PRJNA18177,411469.PRJNA18177.ACEP01000163,2105442
411469.PRJNA18177,411469.PRJNA18177.ACEP01000167,2107090
411469.PRJNA18177,411469.PRJNA18177.ACEP01000162,2110013
411469.PRJNA18177,411469.PRJNA18177.ACEP01000020,2119328
411469.PRJNA18177,411469.PRJNA18177.ACEP01000026,2134852
411469.PRJNA18177,411469.PRJNA18177.ACEP01000027,2147258
411469.PRJNA18177,411469.PRJNA18177.ACEP01000024,2165653
411469.PRJNA18177,411469.PRJNA18177.ACEP01000025,2167916
411469.PRJNA18177,411469.PRJNA18177.ACEP01000113,2192644
411469.PRJNA18177,411469.PRJNA18177.ACEP01000004,2213081
411469.PRJNA18177,411469.PRJNA18177.ACEP01000005,2237836
411469.PRJNA18177,411469.PRJNA18177.ACEP01000006,2245353
411469.PRJNA18177,411469.PRJNA18177.ACEP01000007,2268823
411469.PRJNA18177,411469.PRJNA18177.ACEP01000001,2269859
411469.PRJNA18177,411469.PRJNA18177.ACEP01000003,2272829
411469.PRJNA18177,411469.PRJNA18177.ACEP01000028,2278689
411469.PRJNA18177,411469.PRJNA18177.ACEP01000022,2284852
411469.PRJNA18177,411469.PRJNA18177.ACEP01000023,2298043
411469.PRJNA18177,411469.PRJNA18177.ACEP01000141,2301248
411469.PRJNA18177,411469.PRJNA18177.ACEP01000140,2327393
411469.PRJNA18177,411469.PRJNA18177.ACEP01000147,2331657
411469.PRJNA18177,411469.PRJNA18177.ACEP01000149,2341692
411469.PRJNA18177,411469.PRJNA18177.ACEP01000148,2362318
411469.PRJNA18177,411469.PRJNA18177.ACEP01000059,2381880
411469.PRJNA18177,411469.PRJNA18177.ACEP01000058,2385960
411469.PRJNA18177,411469.PRJNA18177.ACEP01000057,2401226
411469.PRJNA18177,411469.PRJNA18177.ACEP01000056,2417438
411469.PRJNA18177,411469.PRJNA18177.ACEP01000055,2440150
411469.PRJNA18177,411469.PRJNA18177.ACEP01000054,2460485
411469.PRJNA18177,411469.PRJNA18177.ACEP01000053,2522767
411469.PRJNA18177,411469.PRJNA18177.ACEP01000052,2572001
411469.PRJNA18177,411469.PRJNA18177.ACEP01000051,2586440
411469.PRJNA18177,411469.PRJNA18177.ACEP01000050,2606224
411469.PRJNA18177,411469.PRJNA18177.ACEP01000033,2609068
411469.PRJNA18177,411469.PRJNA18177.ACEP01000012,2661581
411469.PRJNA18177,411469.PRJNA18177.ACEP01000018,2671891
411469.PRJNA18177,411469.PRJNA18177.ACEP01000029,2680890
411469.PRJNA18177,411469.PRJNA18177.ACEP01000040,2798754
411469.PRJNA18177,411469.PRJNA18177.ACEP01000041,2823231
411469.PRJNA18177,411469.PRJNA18177.ACEP01000042,2829298
411469.PRJNA18177,411469.PRJNA18177.ACEP01000043,2868999
411469.PRJNA18177,411469.PRJNA18177.ACEP01000044,2899658
411469.PRJNA18177,411469.PRJNA18177.ACEP01000046,2927718
411469.PRJNA18177,411469.PRJNA18177.ACEP01000047,2936712
411469.PRJNA18177,411469.PRJNA18177.ACEP01000048,3004257
411469.PRJNA18177,411469.PRJNA18177.ACEP01000049,3012083
411469.PRJNA18177,411469.PRJNA18177.ACEP01000127,3039727
411469.PRJNA18177,411469.PRJNA18177.ACEP01000045,3040594
411469.PRJNA18177,411469.PRJNA18177.ACEP01000074,3041438
411469.PRJNA18177,411469.PRJNA18177.ACEP01000077,3079997
411469.PRJNA18177,411469.PRJNA18177.ACEP01000076,3091960
411469.PRJNA18177,411469.PRJNA18177.ACEP01000071,3117381
411469.PRJNA18177,411469.PRJNA18177.ACEP01000070,3125945
411469.PRJNA18177,411469.PRJNA18177.ACEP01000073,3144408
411469.PRJNA18177,411469.PRJNA18177.ACEP01000072,3144917
411469.PRJNA18177,411469.PRJNA18177.ACEP01000079,3156736
411469.PRJNA18177,411469.PRJNA18177.ACEP01000078,3166355
411469.PRJNA18177,411469.PRJNA18177.ACEP01000107,3181931
411469.PRJNA18177,411469.PRJNA18177.ACEP01000161,3182508
411469.PRJNA18177,411469.PRJNA18177.ACEP01000160,3183056
411469.PRJNA18177,411469.PRJNA18177.ACEP01000166,3190860
411469.PRJNA18177,411469.PRJNA18177.ACEP01000165,3200484
411469.PRJNA18177,411469.PRJNA18177.ACEP01000164,3204206
411469.PRJNA18177,411469.PRJNA18177.ACEP01000090,3205786
411469.PRJNA18177,411469.PRJNA18177.ACEP01000021,3248721
411469.PRJNA18177,411469.PRJNA18177.ACEP01000036,3262987
411473.PRJNA18185,411473.PRJNA18185.KI260341,0
411473.PRJNA18185,411473.PRJNA18185.KI260340,70015
411473.PRJNA18185,411473.PRJNA18185.KI260343,72782
411473.PRJNA18185,411473.PRJNA18185.KI260342,73376
411473.PRJNA18185,411473.PRJNA18185.KI260345,73884
411473.PRJNA18185,411473.PRJNA18185.KI260344,126577
411473.PRJNA18185,411473.PRJNA18185.KI260347,150228
411473.PRJNA18185,411473.PRJNA18185.KI260346,151375
411473.PRJNA18185,411473.PRJNA18185.KI260349,152860
411473.PRJNA18185,411473.PRJNA18185.KI260348,156950
411473.PRJNA18185,411473.PRJNA18185.KI260479,157812
411473.PRJNA18185,411473.PRJNA18185.KI260503,158550
411473.PRJNA18185,411473.PRJNA18185.KI260501,160547
411473.PRJNA18185,411473.PRJNA18185.KI260500,162234
411473.PRJNA18185,411473.PRJNA18185.KI260507,175196
411473.PRJNA18185,411473.PRJNA18185.KI260506,194274
411473.PRJNA18185,411473.PRJNA18185.KI260505,196394
411473.PRJNA18185,411473.PRJNA18185.KI260477,197254
411473.PRJNA18185,411473.PRJNA18185.KI260476,207355
411473.PRJNA18185,411473.PRJNA18185.KI260475,228052
411473.PRJNA18185,411473.PRJNA18185.KI260474,245078
411473.PRJNA18185,411473.PRJNA18185.KI260473,254895
411473.PRJNA18185,411473.PRJNA18185.KI260472,263361
411473.PRJNA18185,411473.PRJNA18185.KI260471,282446
411473.PRJNA18185,411473.PRJNA18185.KI260470,291595
411473.PRJNA18185,411473.PRJNA18185.KI260478,292434
411473.PRJNA18185,411473.PRJNA18185.KI260353,293772
411473.PRJNA18185,411473.PRJNA18185.KI260350,302311
411473.PRJNA18185,411473.PRJNA18185.KI260351,302867
411473.PRJNA18185,411473.PRJNA18185.KI260356,309189
411473.PRJNA18185,411473.PRJNA18185.KI260357,322829
411473.PRJNA18185,411473.PRJNA18185.KI260354,323422
411473.PRJNA18185,411473.PRJNA18185.KI260355,338063
411473.PRJNA18185,411473.PRJNA18185.KI260358,418750
411473.PRJNA18185,411473.PRJNA18185.KI260359,441529
411473.PRJNA18185,411473.PRJNA18185.KI260288,451517
411473.PRJNA18185,411473.PRJNA18185.KI260510,492209
411473.PRJNA18185,411473.PRJNA18185.KI260459,522919
411473.PRJNA18185,411473.PRJNA18185.KI260458,531997
411473.PRJNA18185,411473.PRJNA18185.KI260454,536934
411473.PRJNA18185,411473.PRJNA18185.KI260451,537521
411473.PRJNA18185,411473.PRJNA18185.KI260450,552685
411473.PRJNA18185,411473.PRJNA18185.KI260291,557397
411473.PRJNA18185,411473.PRJNA18185.KI260290,588731
411473.PRJNA18185,411473.PRJNA18185.KI260444,592175
411473.PRJNA18185,411473.PRJNA18185.KI260440,594633
411473.PRJNA18185,411473.PRJNA18185.KI260293,602502
411473.PRJNA18185,411473.PRJNA18185.KI260292,613902
411473.PRJNA18185,411473.PRJNA18185.KI260297,618853
411473.PRJNA18185,411473.PRJNA18185.KI260296,644413
411473.PRJNA18185,411473.PRJNA18185.KI260337,732166
411473.PRJNA18185,411473.PRJNA18185.KI260433,733521
411473.PRJNA18185,411473.PRJNA18185.KI260432,783130
411473.PRJNA18185,411473.PRJNA18185.KI260431,784825
411473.PRJNA18185,411473.PRJNA18185.KI260435,788819
411473.PRJNA18185,411473.PRJNA18185.KI260434,794669
411473.PRJNA18185,411473.PRJNA18185.KI260318,798817
411473.PRJNA18185,411473.PRJNA18185.KI260314,799978
411473.PRJNA18185,411473.PRJNA18185.KI260385,821912
411473.PRJNA18185,411473.PRJNA18185.KI260384,825169
411473.PRJNA18185,411473.PRJNA18185.KI260387,825716
411473.PRJNA18185,411473.PRJNA18185.KI260386,828444
411473.PRJNA18185,411473.PRJNA18185.KI260381,851379
411473.PRJNA18185,411473.PRJNA18185.KI260380,852425
411473.PRJNA18185,411473.PRJNA18185.KI260383,871577
411473.PRJNA18185,411473.PRJNA18185.KI260382,872199
411473.PRJNA18185,411473.PRJNA18185.KI260389,873944
411473.PRJNA18185,411473.PRJNA18185.KI260388,1018640
411473.PRJNA18185,411473.PRJNA18185.KI260509,1022945
411473.PRJNA18185,411473.PRJNA18185.KI260504,1025699
411473.PRJNA18185,411473.PRJNA18185.KI260502,1028019
411473.PRJNA18185,411473.PRJNA18185.KI260327,1029059
411473.PRJNA18185,411473.PRJNA18185.KI260326,1029672
411473.PRJNA18185,411473.PRJNA18185.KI260325,1035282
411473.PRJNA18185,411473.PRJNA18185.KI260323,1063305
411473.PRJNA18185,411473.PRJNA18185.KI260322,1066294
411473.PRJNA18185,411473.PRJNA18185.KI260321,1068782
411473.PRJNA18185,411473.PRJNA18185.KI260320,1070489
411473.PRJNA18185,411473.PRJNA18185.KI260329,1071079
411473.PRJNA18185,411473.PRJNA18185.KI260328,1129797
411473.PRJNA18185,411473.PRJNA18185.KI260396,1136027
411473.PRJNA18185,411473.PRJNA18185.KI260397,1138741
411473.PRJNA18185,411473.PRJNA18185.KI260394,1159540
411473.PRJNA18185,411473.PRJNA18185.KI260395,1160090
411473.PRJNA18185,411473.PRJNA18185.KI260392,1161434
411473.PRJNA18185,411473.PRJNA18185.KI260393,1179588
411473.PRJNA18185,411473.PRJNA18185.KI260390,1185030
411473.PRJNA18185,411473.PRJNA18185.KI260391,1185930
411473.PRJNA18185,411473.PRJNA18185.KI260398,1186645
411473.PRJNA18185,411473.PRJNA18185.KI260371,1193112
411473.PRJNA18185,411473.PRJNA18185.KI260399,1197782
411473.PRJNA18185,411473.PRJNA18185.KI260455,1198521
411473.PRJNA18185,411473.PRJNA18185.KI260457,1202360
411473.PRJNA18185,411473.PRJNA18185.KI260456,1224315
411473.PRJNA18185,411473.PRJNA18185.KI260452,1225071
411473.PRJNA18185,411473.PRJNA18185.KI260330,1277675
411473.PRJNA18185,411473.PRJNA18185.KI260332,1298975
411473.PRJNA18185,411473.PRJNA18185.KI260333,1310182
411473.PRJNA18185,411473.PRJNA18185.KI260334,1311148
411473.PRJNA18185,411473.PRJNA18185.KI260335,1313895
411473.PRJNA18185,411473.PRJNA18185.KI260336,1322530
411473.PRJNA18185,411473.PRJNA18185.KI260338,1396031
411473.PRJNA18185,411473.PRJNA18185.KI260339,1412800
411473.PRJNA18185,411473.PRJNA18185.KI260508,1416036
411473.PRJNA18185,411473.PRJNA18185.KI260437,1417484
411473.PRJNA18185,411473.PRJNA18185.KI260289,1432094
411473.PRJNA18185,411473.PRJNA18185.KI260295,1458585
411473.PRJNA18185,411473.PRJNA18185.KI260448,1514871
411473.PRJNA18185,411473.PRJNA18185.KI260449,1517191
411473.PRJNA18185,411473.PRJNA18185.KI260309,1635245
411473.PRJNA18185,411473.PRJNA18185.KI260308,1656901
411473.PRJNA18185,411473.PRJNA18185.KI260305,1664796
411473.PRJNA18185,411473.PRJNA18185.KI260307,1666781
411473.PRJNA18185,411473.PRJNA18185.KI260306,1675412
411473.PRJNA18185,411473.PRJNA18185.KI260301,1701403
411473.PRJNA18185,411473.PRJNA18185.KI260300,1715516
411473.PRJNA18185,411473.PRJNA18185.KI260303,1722902
411473.PRJNA18185,411473.PRJNA18185.KI260302,1733026
411473.PRJNA18185,411473.PRJNA18185.KI260499,1736069
411473.PRJNA18185,411473.PRJNA18185.KI260498,1737783
411473.PRJNA18185,411473.PRJNA18185.KI260491,1742595
411473.PRJNA18185,411473.PRJNA18185.KI260490,1743222
411473.PRJNA18185,411473.PRJNA18185.KI260493,1763277
411473.PRJNA18185,411473.PRJNA18185.KI260492,1764734
411473.PRJNA18185,411473.PRJNA18185.KI260495,1804422
411473.PRJNA18185,411473.PRJNA18185.KI260494,1812717
411473.PRJNA18185,411473.PRJNA18185.KI260497,1821156
411473.PRJNA18185,411473.PRJNA18185.KI260496,1828556
411473.PRJNA18185,411473.PRJNA18185.KI260285,1832286
411473.PRJNA18185,411473.PRJNA18185.KI260298,1852648
411473.PRJNA18185,411473.PRJNA18185.KI260453,1854448
411473.PRJNA18185,411473.PRJNA18185.KI260324,1862072
411473.PRJNA18185,411473.PRJNA18185.KI260439,1880735
411473.PRJNA18185,411473.PRJNA18185.KI260438,1883505
411473.PRJNA18185,411473.PRJNA18185.KI260445,1895493
411473.PRJNA18185,411473.PRJNA18185.KI260442,1897128
411473.PRJNA18185,411473.PRJNA18185.KI260443,1900327
411473.PRJNA18185,411473.PRJNA18185.KI260441,1917119
411473.PRJNA18185,411473.PRJNA18185.KI260319,1932317
411473.PRJNA18185,411473.PRJNA18185.KI260316,1958602
411473.PRJNA18185,411473.PRJNA18185.KI260317,1961874
411473.PRJNA18185,411473.PRJNA18185.KI260315,1963438
411473.PRJNA18185,411473.PRJNA18185.KI260312,1982999
411473.PRJNA18185,411473.PRJNA18185.KI260313,1984611
411473.PRJNA18185,411473.PRJNA18185.KI260310,1985807
411473.PRJNA18185,411473.PRJNA18185.KI260311,2009020
411473.PRJNA18185,411473.PRJNA18185.KI260488,2011326
411473.PRJNA18185,411473.PRJNA18185.KI260489,2012467
411473.PRJNA18185,411473.PRJNA18185.KI260482,2026900
411473.PRJNA18185,411473.PRJNA18185.KI260483,2028189
411473.PRJNA18185,411473.PRJNA18185.KI260480,2029834
411473.PRJNA18185,411473.PRJNA18185.KI260481,2142570
411473.PRJNA18185,411473.PRJNA18185.KI260486,2145382
411473.PRJNA18185,411473.PRJNA18185.KI260487,2166036
411473.PRJNA18185,411473.PRJNA18185.KI260484,2175275
411473.PRJNA18185,411473.PRJNA18185.KI260485,2180018
411473.PRJNA18185,411473.PRJNA18185.KI260352,2181053
411473.PRJNA18185,411473.PRJNA18185.KI260462,2198012
411473.PRJNA18185,411473.PRJNA18185.KI260467,2208939
411473.PRJNA18185,411473.PRJNA18185.KI260286,2213359
411473.PRJNA18185,411473.PRJNA18185.KI260287,2281699
411473.PRJNA18185,411473.PRJNA18185.KI260465,2282677
411473.PRJNA18185,411473.PRJNA18185.KI260460,2323024
411473.PRJNA18185,411473.PRJNA18185.KI260461,2324559
411473.PRJNA18185,411473.PRJNA18185.KI260463,2325363
411473.PRJNA18185,411473.PRJNA18185.KI260464,2325950
411473.PRJNA18185,411473.PRJNA18185.KI260466,2331223
411473.PRJNA18185,411473.PRJNA18185.KI260468,2356652
411473.PRJNA18185,411473.PRJNA18185.KI260469,2360320
411473.PRJNA18185,411473.PRJNA18185.KI260424,2390822
411473.PRJNA18185,411473.PRJNA18185.KI260425,2393930
411473.PRJNA18185,411473.PRJNA18185.KI260426,2395894
411473.PRJNA18185,411473.PRJNA18185.KI260427,2438572
411473.PRJNA18185,411473.PRJNA18185.KI260420,2439252
411473.PRJNA18185,411473.PRJNA18185.KI260422,2441758
411473.PRJNA18185,411473.PRJNA18185.KI260423,2448477
411473.PRJNA18185,411473.PRJNA18185.KI260428,2450851
411473.PRJNA18185,411473.PRJNA18185.KI260429,2451361
411473.PRJNA18185,411473.PRJNA18185.KI260304,2454424
411473.PRJNA18185,411473.PRJNA18185.KI260369,2489367
411473.PRJNA18185,411473.PRJNA18185.KI260368,2497461
411473.PRJNA18185,411473.PRJNA18185.KI260363,2498257
411473.PRJNA18185,411473.PRJNA18185.KI260362,2500721
411473.PRJNA18185,411473.PRJNA18185.KI260361,2531774
411473.PRJNA18185,411473.PRJNA18185.KI260360,2535887
411473.PRJNA18185,411473.PRJNA18185.KI260367,2596890
411473.PRJNA18185,411473.PRJNA18185.KI260366,2597944
411473.PRJNA18185,411473.PRJNA18185.KI260365,2598594
411473.PRJNA18185,411473.PRJNA18185.KI260364,2602172
411473.PRJNA18185,411473.PRJNA18185.KI260421,2602828
411473.PRJNA18185,411473.PRJNA18185.KI260411,2618057
411473.PRJNA18185,411473.PRJNA18185.KI260410,2620711
411473.PRJNA18185,411473.PRJNA18185.KI260413,2623510
411473.PRJNA18185,411473.PRJNA18185.KI260412,2631227
411473.PRJNA18185,411473.PRJNA18185.KI260415,2632646
411473.PRJNA18185,411473.PRJNA18185.KI260414,2759966
411473.PRJNA18185,411473.PRJNA18185.KI260417,2765290
411473.PRJNA18185,411473.PRJNA18185.KI260416,2771454
411473.PRJNA18185,411473.PRJNA18185.KI260419,2772135
411473.PRJNA18185,411473.PRJNA18185.KI260418,2774760
411473.PRJNA18185,411473.PRJNA18185.KI260374,2784736
411473.PRJNA18185,411473.PRJNA18185.KI260375,2787230
411473.PRJNA18185,411473.PRJNA18185.KI260376,2788448
411473.PRJNA18185,411473.PRJNA18185.KI260377,2790461
411473.PRJNA18185,411473.PRJNA18185.KI260370,2799357
411473.PRJNA18185,411473.PRJNA18185.KI260372,2800924
411473.PRJNA18185,411473.PRJNA18185.KI260373,2804370
411473.PRJNA18185,411473.PRJNA18185.KI260378,2813654
411473.PRJNA18185,411473.PRJNA18185.KI260379,2815558
411473.PRJNA18185,411473.PRJNA18185.KI260331,2817262
411473.PRJNA18185,411473.PRJNA18185.KI260294,2821835
411473.PRJNA18185,411473.PRJNA18185.KI260299,2831165
411473.PRJNA18185,411473.PRJNA18185.KI260407,2840376
411473.PRJNA18185,411473.PRJNA18185.KI260430,2842677
411473.PRJNA18185,411473.PRJNA18185.KI260436,2843259
411473.PRJNA18185,411473.PRJNA18185.KI260446,2848096
411473.PRJNA18185,411473.PRJNA18185.KI260447,2863153
411473.PRJNA18185,411473.PRJNA18185.KI260402,2870807
411473.PRJNA18185,411473.PRJNA18185.KI260403,2871845
411473.PRJNA18185,411473.PRJNA18185.KI260400,2875260
411473.PRJNA18185,411473.PRJNA18185.KI260401,2878033
411473.PRJNA18185,411473.PRJNA18185.KI260406,2882696
411473.PRJNA18185,411473.PRJNA18185.KI260404,2884396
411473.PRJNA18185,411473.PRJNA18185.KI260405,2899862
411473.PRJNA18185,411473.PRJNA18185.KI260408,2914399
411473.PRJNA18185,411473.PRJNA18185.KI260409,3092561
411477.PRJNA18193,411477.PRJNA18193.DS264488,0
411477.PRJNA18193,411477.PRJNA18193.DS264489,738
411477.PRJNA18193,411477.PRJNA18193.DS264486,1480
411477.PRJNA18193,411477.PRJNA18193.DS264487,2354
411477.PRJNA18193,411477.PRJNA18193.DS264484,3212
411477.PRJNA18193,411477.PRJNA18193.DS264485,4008
411477.PRJNA18193,411477.PRJNA18193.DS264482,4763
411477.PRJNA18193,411477.PRJNA18193.DS264483,4987
411477.PRJNA18193,411477.PRJNA18193.DS264480,5742
411477.PRJNA18193,411477.PRJNA18193.DS264481,6364
411477.PRJNA18193,411477.PRJNA18193.DS264525,6908
411477.PRJNA18193,411477.PRJNA18193.DS264524,8077
411477.PRJNA18193,411477.PRJNA18193.DS264527,145623
411477.PRJNA18193,411477.PRJNA18193.DS264526,586329
411477.PRJNA18193,411477.PRJNA18193.DS264521,587125
411477.PRJNA18193,411477.PRJNA18193.DS264520,595750
411477.PRJNA18193,411477.PRJNA18193.DS264523,608006
411477.PRJNA18193,411477.PRJNA18193.DS264522,608894
411477.PRJNA18193,411477.PRJNA18193.DS264529,619947
411477.PRJNA18193,411477.PRJNA18193.DS264528,620848
411477.PRJNA18193,411477.PRJNA18193.DS264536,621446
411477.PRJNA18193,411477.PRJNA18193.DS264537,622219
411477.PRJNA18193,411477.PRJNA18193.DS264534,622990
411477.PRJNA18193,411477.PRJNA18193.DS264535,623668
411477.PRJNA18193,411477.PRJNA18193.DS264532,624476
411477.PRJNA18193,411477.PRJNA18193.DS264533,625086
411477.PRJNA18193,411477.PRJNA18193.DS264530,625859
411477.PRJNA18193,411477.PRJNA18193.DS264531,626723
411477.PRJNA18193,411477.PRJNA18193.DS264538,629582
411477.PRJNA18193,411477.PRJNA18193.DS264539,630444
411477.PRJNA18193,411477.PRJNA18193.DS264473,631232
411477.PRJNA18193,411477.PRJNA18193.DS264471,633201
411477.PRJNA18193,411477.PRJNA18193.DS264470,642178
411477.PRJNA18193,411477.PRJNA18193.DS264543,644405
411477.PRJNA18193,411477.PRJNA18193.DS264542,697819
411477.PRJNA18193,411477.PRJNA18193.DS264541,1134782
411477.PRJNA18193,411477.PRJNA18193.DS264540,1511346
411477.PRJNA18193,411477.PRJNA18193.DS264547,2032154
411477.PRJNA18193,411477.PRJNA18193.DS264546,2035820
411477.PRJNA18193,411477.PRJNA18193.DS264545,2463509
411477.PRJNA18193,411477.PRJNA18193.DS264544,2599688
411477.PRJNA18193,411477.PRJNA18193.DS264549,2674725
411477.PRJNA18193,411477.PRJNA18193.DS264548,2677145
411477.PRJNA18193,411477.PRJNA18193.DS264550,2677925
411477.PRJNA18193,411477.PRJNA18193.DS264551,2821195
411477.PRJNA18193,411477.PRJNA18193.DS264552,2821575
411477.PRJNA18193,411477.PRJNA18193.DS264469,2822144
411477.PRJNA18193,411477.PRJNA18193.DS264467,2824675
411477.PRJNA18193,411477.PRJNA18193.DS264509,2827089
411477.PRJNA18193,411477.PRJNA18193.DS264508,2827949
411477.PRJNA18193,411477.PRJNA18193.DS264507,2828762
411477.PRJNA18193,411477.PRJNA18193.DS264506,2829719
411477.PRJNA18193,411477.PRJNA18193.DS264505,2829816
411477.PRJNA18193,411477.PRJNA18193.DS264504,2829933
411477.PRJNA18193,411477.PRJNA18193.DS264503,2830057
411477.PRJNA18193,411477.PRJNA18193.DS264502,2830156
411477.PRJNA18193,411477.PRJNA18193.DS264501,2830274
