ori_id	asm_id	refseq	hit	gn:kegg	ori_pos	fname	genome_len
ORI97014933	GCF_001047675.1	NZ_CP011975.1	ASM	T03994	1986976	GCF_001047675.1_ASM104767v1_genomic.gff.gz	4000307
ORI97011807	GCF_001050435.1	NZ_CP012033.1	ASM	T03995	1242609	GCF_001050435.1_ASM105043v1_genomic.gff.gz	3006812
ORI97011837	GCF_001187595.1	NZ_CP012152.1	ASM	T04000	2803200	GCF_001187595.1_ASM118759v1_genomic.gff.gz	2803668
ORI97011799	GCF_001183865.1	NZ_CP012020.1	ASM	T04002	1511	GCF_001183865.1_ASM118386v1_genomic.gff.gz	3079044
ORI97014937	GCF_001078275.1	NZ_CP012076.1	ASM	T04004	4911924	GCF_001078275.1_ASM107827v1_genomic.gff.gz	4912977
ORI97014817	GCF_001186215.1	NZ_CP011516.1	ASM	T04005	4110629	GCF_001186215.1_ASM118621v1_genomic.gff.gz	4142037
ORI97011715	GCF_001186335.1	NZ_CP011507.1	ASM	T04006	3226669	GCF_001186335.1_ASM118633v1_genomic.gff.gz	6452803
ORI97016316	GCF_001187505.1	NZ_CP012150.1	ASM	T04008	1396674	GCF_001187505.1_ASM118750v1_genomic.gff.gz	7105933
ORI97011839	GCF_001187785.1	NZ_CP012154.1	ASM	T04011	1449	GCF_001187785.1_ASM118778v1_genomic.gff.gz	3675202
ORI97011322	GCF_001188855.1	NZ_CP009470.1	ASM	T04012	2435096	GCF_001188855.1_ASM118885v1_genomic.gff.gz	2435632
ORI97011818	GCF_001189535.1	NZ_CP012070.1	ASM	T04014	1099293	GCF_001189535.1_ASM118953v1_genomic.gff.gz	3525271
ORI97011820	GCF_001189555.1	NZ_CP012071.1	ASM	T04017	900247	GCF_001189555.1_ASM118955v1_genomic.gff.gz	2284135
ORI97014711	GCF_001190925.1	NZ_CP011072.1	ASM	T04019	5226455	GCF_001190925.1_ASM119092v1_genomic.gff.gz	5257030
ORI97014718	GCF_001190945.1	NZ_CP011112.1	ASM	T04024	505015	GCF_001190945.1_ASM119094v1_genomic.gff.gz	5420910
ORI97014968	GCF_001191005.1	NZ_CP012201.1	ASM	T04026	4768571	GCF_001191005.1_ASM119100v1_genomic.gff.gz	6361416
ORI97011822	GCF_001262055.1	NZ_CP012072.1	ASM	T04027	1770765	GCF_001262055.1_ASM126205v1_genomic.gff.gz	2049088
ORI97014135	GCF_000967895.1	NZ_FO203512.1	ASM	T04028	4405843	GCF_000967895.1_ASM96789v1_genomic.gff.gz	4406383
ORI97014171	GCF_900070345.1	NZ_LN813019.1	ASM	T04029	4958034	GCF_900070345.1_HalomonasR57-5_genomic.gff.gz	5031573
ORI97014776	GCF_001006005.1	NZ_CP011254.1	ASM	T04030	1753775	GCF_001006005.1_ASM100600v1_genomic.gff.gz	6000511
ORI97011747	GCF_001263395.1	NZ_CP011786.1	ASM	T04036	1399742	GCF_001263395.1_ASM126339v1_genomic.gff.gz	1830060
ORI97011817	GCF_001189495.1	NZ_CP012068.1	ASM	T04038	139523	GCF_001189495.1_ASM118949v1_genomic.gff.gz	1739380
ORI97014802	GCF_001267925.1	NZ_CP011409.1	ASM	T04039	827920	GCF_001267925.1_ASM126792v1_genomic.gff.gz	4965474
ORI97011750	GCF_001273775.1	NZ_CP011801.1	ASM	T04041	4589340	GCF_001273775.1_ASM127377v1_genomic.gff.gz	4589485
ORI97010900	GCF_001274895.1	NZ_CP006841.1	ASM	T04042	2769010	GCF_001274895.1_ASM127489v1_genomic.gff.gz	2769745
ORI97011893	GCF_001275345.1	NZ_CP012507.1	ASM	T04045	1705	GCF_001275345.1_ASM127534v1_genomic.gff.gz	2854447
ORI97011850	GCF_001266755.1	NZ_CP012299.1	ASM	T04046	2612454	GCF_001266755.1_ASM126675v1_genomic.gff.gz	3634864
ORI97011770	GCF_001266795.1	NZ_CP011929.1	ASM	T04052	1956593	GCF_001266795.1_ASM126679v1_genomic.gff.gz	4768422
ORI97011898	GCF_000831645.3	NZ_CP012559.1	ASM	T04057	2652857	GCF_000831645.3_ASM83164v3_genomic.gff.gz	2790548
ORI97014973	GCF_001277195.1	NZ_CP012268.1	ASM	T04067	4050792	GCF_001277195.1_ASM127719v1_genomic.gff.gz	4364114
ORI97014197	GCF_900070325.1	NZ_LN879430.1	ASM	T04072	2608945	GCF_900070325.1_SD1D_genomic.gff.gz	2609352
ORI97011915	GCF_001278715.1	NZ_CP012608.1	ASM	T04075	1714885	GCF_001278715.1_ASM127871v1_genomic.gff.gz	2962453
ORI97011868	GCF_001281505.1	NZ_CP012390.1	ASM	T04080	1049600	GCF_001281505.1_ASM128150v1_genomic.gff.gz	1915154
ORI97011925	GCF_001294575.1	NZ_CP012676.1	ASM	T04081	4529374	GCF_001294575.1_ASM129457v1_genomic.gff.gz	5149788
ORI97011910	GCF_001278845.1	NZ_CP012590.1	ASM	T04083	3522001	GCF_001278845.1_ASM127884v1_genomic.gff.gz	3836419
ORI97011916	GCF_001281045.1	NZ_CP012622.1	ASM	T04084	1179307	GCF_001281045.1_ASM128104v1_genomic.gff.gz	1179577
ORI97011924	GCF_001281565.1	NZ_CP012675.1	ASM	T04093	3794262	GCF_001281565.1_ASM128156v1_genomic.gff.gz	3794983
ORI97011927	GCF_001294625.1	NZ_CP012677.1	ASM	T04095	3401319	GCF_001294625.1_ASM129462v1_genomic.gff.gz	4046453
ORI97017062	GCF_001305675.1	NZ_CP011853.1	ASM	T04097	1598	GCF_001305675.1_ASM130567v1_genomic.gff.gz	4428727
ORI97011973	GCF_001307195.1	NZ_CP012808.1	ASM	T04103	854672	GCF_001307195.1_ASM130719v1_genomic.gff.gz	3054269
ORI97011652	GCF_001307545.1	NZ_CP011269.1	ASM	T04105	1519	GCF_001307545.1_ASM130754v1_genomic.gff.gz	6254616
ORI97016330	GCF_001314305.1	NZ_CP012900.1	ASM	T04107	1330	GCF_001314305.1_ASM131430v1_genomic.gff.gz	4138297
ORI97011763	GCF_000340435.2	NZ_CP011883.2	ASM	T04111	1528	GCF_000340435.2_ASM34043v3_genomic.gff.gz	4235765
ORI97011982	GCF_001314945.1	NZ_CP012920.1	ASM	T04112	642891	GCF_001314945.1_ASM131494v1_genomic.gff.gz	1614522
ORI97016337	GCF_000801755.2	NZ_CP012999.1	ASM	T04118	4733719	GCF_000801755.2_ASM80175v2_genomic.gff.gz	4763114
ORI97012014	GCF_001431725.1	NZ_CP013106.1	ASM	T04119	4757099	GCF_001431725.1_ASM143172v1_genomic.gff.gz	4757486
ORI97014915	GCF_001412535.1	NZ_CP011774.1	ASM	T04121	28902	GCF_001412535.1_ASM141253v1_genomic.gff.gz	3372992
ORI97010772	GCF_001544015.1	NZ_AP014924.1	ASM	T04150	3816730	GCF_001544015.1_ASM154401v1_genomic.gff.gz	3817036
ORI97012018	GCF_001433715.1	NZ_CP013120.1	ASM	T04153	4100347	GCF_001433715.1_ASM143371v1_genomic.gff.gz	4686200
ORI97012021	GCF_001443645.1	NZ_CP013130.1	ASM	T04156	3139225	GCF_001443645.1_ASM144364v1_genomic.gff.gz	3139729
ORI97012036	GCF_001444425.1	NZ_CP013189.1	ASM	T04158	3344927	GCF_001444425.1_ASM144442v1_genomic.gff.gz	3345119
ORI97015061	GCF_001444365.1	NZ_CP013145.1	ASM	T04159	4332041	GCF_001444365.1_ASM144436v1_genomic.gff.gz	4337945
ORI97012017	GCF_001432245.1	NZ_CP013114.1	ASM	T04160	2821992	GCF_001432245.1_ASM143224v1_genomic.gff.gz	2822193
ORI97011633	GCF_001442785.1	NZ_CP011130.1	ASM	T04162	1336	GCF_001442785.1_ASM144278v1_genomic.gff.gz	6391889
ORI97012122	GCF_001465255.1	NZ_CP013652.1	ASM	T04167	4279971	GCF_001465255.1_ASM146525v1_genomic.gff.gz	5200139
ORI97014198	GCF_001458695.1	NZ_LN885086.1	ASM	T04169	957547	GCF_001458695.1_NiCh1_genomic.gff.gz	3295117
ORI97010743	GCF_001547895.1	NZ_AP014627.1	ASM	T04177	6884999	GCF_001547895.1_ASM154789v1_genomic.gff.gz	6885464
ORI97011409	GCF_000772085.1	NZ_CP009755.1	ASM	T04180	3443255	GCF_000772085.1_ASM77208v1_genomic.gff.gz	3443800
ORI97011659	GCF_001454945.1	NZ_CP011307.1	ASM	T04182	1324	GCF_001454945.1_ASM145494v1_genomic.gff.gz	3376475
ORI97016342	GCF_001455205.1	NZ_CP013341.1	ASM	T04188	1070731	GCF_001455205.1_ASM145520v1_genomic.gff.gz	3307820
ORI97012118	GCF_001466725.1	NZ_CP013650.1	ASM	T04189	4263139	GCF_001466725.1_ASM146672v1_genomic.gff.gz	4378835
ORI97012391	GCF_000785705.2	NZ_CP014476.1	ASM	T04191	2325977	GCF_000785705.2_ASM78570v2_genomic.gff.gz	5172098
ORI97010727	GCF_001547735.1	NZ_AP013035.1	ASM	T04192	1816550	GCF_001547735.1_ASM154773v1_genomic.gff.gz	1816670
ORI97015009	GCF_001461805.1	NZ_CP012871.1	ASM	T04198	4654667	GCF_001461805.1_ASM146180v1_genomic.gff.gz	4702949
ORI97012127	GCF_001465795.2	NZ_CP013659.2	ASM	T04201	3189219	GCF_001465795.2_ASM146579v2_genomic.gff.gz	3505011
ORI97011052	GCF_000973625.1	NZ_CP007501.1	ASM	T04207	2026072	GCF_000973625.1_ASM97362v1_genomic.gff.gz	2026292
ORI97015190	GCF_001051995.2	NZ_CP014646.1	ASM	T04211	3170564	GCF_001051995.2_ASM105199v2_genomic.gff.gz	4171754
ORI97012123	GCF_001465275.1	NZ_CP013653.1	ASM	T04219	358570	GCF_001465275.1_ASM146527v1_genomic.gff.gz	5375858
ORI97014382	GCF_000510265.1	NZ_CP006745.1	ASM	T04221	1518515	GCF_000510265.1_ASM51026v1_genomic.gff.gz	1518636
ORI97010707	GCF_001042595.1	NZ_AP012326.1	ASM	T04222	2635355	GCF_001042595.1_ASM104259v1_genomic.gff.gz	2635669
ORI97010709	GCF_001042615.1	NZ_AP012327.1	ASM	T04223	2336918	GCF_001042615.1_ASM104261v1_genomic.gff.gz	2337234
ORI97016365	GCF_001465545.3	NZ_CP013480.3	ASM	T04226	6166560	GCF_001465545.3_ASM146554v3_genomic.gff.gz	6167370
ORI97016372	GCF_001518835.1	NZ_CP013990.1	ASM	T04232	4154	GCF_001518835.1_ASM151883v1_genomic.gff.gz	4803917
ORI97011689	GCF_001007995.1	NZ_CP011389.1	ASM	T04233	1822916	GCF_001007995.1_ASM100799v1_genomic.gff.gz	3236984
ORI97012156	GCF_001483945.1	NZ_CP013737.1	ASM	T04238	5610862	GCF_001483945.1_ASM148394v1_genomic.gff.gz	5611261
ORI97012199	GCF_001513675.1	NZ_CP013859.1	ASM	T04243	866633	GCF_001513675.1_ASM151367v1_genomic.gff.gz	3475315
ORI97015144	GCF_001514355.1	NZ_CP013923.1	ASM	T04244	33593	GCF_001514355.1_ASM151435v1_genomic.gff.gz	6226215
ORI97012269	GCF_001439585.2	NZ_CP014140.1	ASM	T04247	75860	GCF_001439585.2_ASM143958v2_genomic.gff.gz	3664835
ORI97012238	GCF_001518795.1	NZ_CP013988.1	ASM	T04249	20364	GCF_001518795.1_ASM151879v1_genomic.gff.gz	2054328
ORI97012046	GCF_001534765.1	NZ_CP013217.1	ASM	T04250	2861119	GCF_001534765.1_ASM153476v1_genomic.gff.gz	2964527
ORI97014332	GCF_001548395.1	NZ_AP017367.1	ASM	T04251	2650895	GCF_001548395.1_ASM154839v1_genomic.gff.gz	5480261
ORI97012275	GCF_001542775.1	NZ_CP014145.1	ASM	T04252	3170443	GCF_001542775.1_ASM154277v1_genomic.gff.gz	3689726
ORI97012286	GCF_001543145.1	NZ_CP014160.1	ASM	T04253	941986	GCF_001543145.1_ASM154314v1_genomic.gff.gz	2033849
ORI97012107	GCF_001543345.1	NZ_CP013476.1	ASM	T04254	1280059	GCF_001543345.1_ASM154334v1_genomic.gff.gz	2622031
ORI97012205	GCF_001507665.1	NZ_CP013910.1	ASM	T04259	1375	GCF_001507665.1_ASM150766v1_genomic.gff.gz	3264334
ORI97012284	GCF_001543105.1	NZ_CP014159.1	ASM	T04262	687512	GCF_001543105.1_ASM154310v1_genomic.gff.gz	1634920
ORI97012236	GCF_001518815.1	NZ_CP013987.1	ASM	T04267	26045	GCF_001518815.1_ASM151881v1_genomic.gff.gz	4834356
ORI97012089	GCF_001465855.1	NZ_CP013292.1	ASM	T04269	1200275	GCF_001465855.1_ASM146585v1_genomic.gff.gz	2346032
ORI97012293	GCF_001543285.1	NZ_CP014164.1	ASM	T04270	56821	GCF_001543285.1_ASM154328v1_genomic.gff.gz	2199877
ORI97015165	GCF_000969645.2	NZ_CP014222.1	ASM	T04271	2131927	GCF_000969645.2_ASM96964v2_genomic.gff.gz	4726850
ORI97016370	GCF_000296215.2	NZ_CP013949.1	ASM	T04273	7832240	GCF_000296215.2_ASM29621v2_genomic.gff.gz	7833499
ORI97016799	GCF_000816145.1	NZ_CP007141.1	ASM	T04277	1124232	GCF_000816145.1_ASM81614v1_genomic.gff.gz	2165416
ORI97012318	GCF_001553935.1	NZ_CP014232.1	ASM	T04280	1188146	GCF_001553935.1_ASM155393v1_genomic.gff.gz	3042917
ORI97012624	GCF_001629705.1	NZ_CP015378.1	ASM	T04282	4216519	GCF_001629705.1_ASM162970v2_genomic.gff.gz	4230665
ORI97012291	GCF_001543245.1	NZ_CP014163.1	ASM	T04284	1036243	GCF_001543245.1_ASM154324v1_genomic.gff.gz	1831400
ORI97012200	GCF_001543265.1	NZ_CP013861.1	ASM	T04285	5101276	GCF_001543265.1_ASM154326v1_genomic.gff.gz	5101809
ORI97012314	GCF_001545155.1	NZ_CP014226.1	ASM	T04292	1152643	GCF_001545155.1_ASM154515v1_genomic.gff.gz	3973651
ORI97012315	GCF_001553605.1	NZ_CP014229.1	ASM	T04293	3241782	GCF_001553605.1_ASM155360v1_genomic.gff.gz	3699310
ORI97012244	GCF_001559115.2	NZ_CP014016.2	ASM	T04303	2012414	GCF_001559115.2_ASM155911v2_genomic.gff.gz	2647556
ORI97015068	GCF_001584185.1	NZ_CP013234.1	ASM	T04306	5616465	GCF_001584185.1_ASM158418v1_genomic.gff.gz	5730025
ORI97012411	GCF_001586165.1	NZ_CP014608.1	ASM	T04310	549580	GCF_001586165.1_ASM158616v1_genomic.gff.gz	5011796
ORI97012341	GCF_001558975.1	NZ_CP014313.1	ASM	T04312	1338738	GCF_001558975.1_ASM155897v1_genomic.gff.gz	3539061
ORI97015155	GCF_001559235.2	NZ_CP014030.2	ASM	T04313	302568	GCF_001559235.2_ASM155923v2_genomic.gff.gz	4727498
ORI97012408	GCF_001586255.1	NZ_CP014544.1	ASM	T04315	4181142	GCF_001586255.1_ASM158625v1_genomic.gff.gz	4204359
ORI97012421	GCF_001586215.1	NZ_CP014634.1	ASM	T04316	1467200	GCF_001586215.1_ASM158621v1_genomic.gff.gz	2737971
ORI97015184	GCF_001586275.1	NZ_CP014545.1	ASM	T04317	10646	GCF_001586275.1_ASM158627v1_genomic.gff.gz	3339521
ORI97012448	GCF_001597285.1	NZ_CP014784.1	ASM	T04318	434946	GCF_001597285.1_ASM159728v1_genomic.gff.gz	4406305
ORI97012478	GCF_001606005.1	NZ_CP014869.1	ASM	T04319	159353	GCF_001606005.1_ASM160600v1_genomic.gff.gz	3862244
ORI97012353	GCF_001618685.1	NZ_CP014342.1	ASM	T04323	3230388	GCF_001618685.1_ASM161868v1_genomic.gff.gz	3474426
ORI97012417	GCF_001590685.1	NZ_CP014616.1	ASM	T04327	31495	GCF_001590685.1_ASM159068v1_genomic.gff.gz	4674191
ORI97012591	GCF_001648175.1	NZ_CP015243.1	ASM	T04333	585350	GCF_001648175.1_ASM164817v1_genomic.gff.gz	4387428
ORI97016708	GCF_900011245.1	NZ_LN901633.1	ASM	T04337	7482249	GCF_900011245.1_BF49.v1_genomic.gff.gz	7547693
ORI97011687	GCF_001644565.1	NZ_CP011387.1	ASM	T04339	92998	GCF_001644565.1_ASM164456v1_genomic.gff.gz	2971983
ORI97012395	GCF_001590605.1	NZ_CP014504.1	ASM	T04341	2432042	GCF_001590605.1_ASM159060v1_genomic.gff.gz	5950539
ORI97016299	GCF_001655245.1	NZ_CP011491.1	ASM	T04356	6235557	GCF_001655245.1_ASM165524v1_genomic.gff.gz	6235754
ORI97011892	GCF_001275365.1	NZ_CP012505.1	ASM	T04357	1375563	GCF_001275365.1_ASM127536v1_genomic.gff.gz	1516676
ORI97012645	GCF_001634265.1	NZ_CP015435.1	ASM	T04370	2666234	GCF_001634265.1_ASM163426v1_genomic.gff.gz	3819480
ORI97014967	GCF_001559015.1	NZ_CP012199.1	ASM	T04372	299572	GCF_001559015.1_ASM155901v1_genomic.gff.gz	4679853
ORI97011783	GCF_001632845.1	NZ_CP011994.1	ASM	T04374	1085357	GCF_001632845.1_ASM163284v1_genomic.gff.gz	3550080
ORI97016037	GCF_900087055.1	NZ_LT575468.1	ASM	T04378	3384523	GCF_900087055.1_31289_E01_genomic.gff.gz	3405979
ORI97015200	GCF_001596115.1	NZ_CP014768.1	ASM	T04390	36271	GCF_001596115.1_ASM159611v1_genomic.gff.gz	4558287
ORI97015202	GCF_001617625.1	NZ_CP014864.1	ASM	T04393	3918104	GCF_001617625.1_ASM161762v1_genomic.gff.gz	3938396
ORI97015292	GCF_001651805.1	NZ_CP015839.1	ASM	T04398	5182176	GCF_001651805.1_ASM165180v1_genomic.gff.gz	5191608
ORI97015285	GCF_001652505.2	NZ_CP015774.2	ASM	T04400	15621	GCF_001652505.2_ASM165250v2_genomic.gff.gz	4616122
ORI97012342	GCF_001562195.1	NZ_CP014322.1	ASM	T04403	4648696	GCF_001562195.1_ASM156219v1_genomic.gff.gz	4649146
ORI97012335	GCF_001562215.1	NZ_CP014274.1	ASM	T04408	4193688	GCF_001562215.1_ASM156221v1_genomic.gff.gz	4541594
ORI97015224	GCF_001644705.1	NZ_CP015137.1	ASM	T04410	2091217	GCF_001644705.1_ASM164470v1_genomic.gff.gz	4919833
ORI97012231	GCF_001660485.1	NZ_CP013979.1	ASM	T04413	4372690	GCF_001660485.1_ASM166048v1_genomic.gff.gz	4373124
ORI97012390	GCF_001572725.1	NZ_CP014474.1	ASM	T04417	570894	GCF_001572725.1_ASM157272v1_genomic.gff.gz	4922834
ORI97015316	GCF_001682385.1	NZ_CP016210.1	ASM	T04423	4436121	GCF_001682385.1_ASM168238v1_genomic.gff.gz	4451751
ORI97012844	GCF_001687065.1	NZ_CP016432.1	ASM	T04424	2399414	GCF_001687065.1_ASM168706v1_genomic.gff.gz	2399849
ORI97012809	GCF_001677435.1	NZ_CP016268.1	ASM	T04427	4059703	GCF_001677435.1_ASM167743v1_genomic.gff.gz	4059891
ORI97012632	GCF_001688625.2	NZ_CP015406.2	ASM	T04429	3797426	GCF_001688625.2_ASM168862v2_genomic.gff.gz	3818478
ORI97012628	GCF_001688665.2	NZ_CP015399.2	ASM	T04430	3659755	GCF_001688665.2_ASM168866v2_genomic.gff.gz	7225339
ORI97015221	GCF_001653335.1	NZ_CP015079.1	ASM	T04431	1321209	GCF_001653335.1_ASM165333v1_genomic.gff.gz	4376707
ORI97015151	GCF_001658025.1	NZ_CP014007.1	ASM	T04433	5271978	GCF_001658025.1_ASM165802v1_genomic.gff.gz	5303342
ORI97011828	GCF_001678905.1	NZ_CP012117.1	ASM	T04434	2391972	GCF_001678905.1_ASM167890v1_genomic.gff.gz	2392314
ORI97012512	GCF_001685415.1	NZ_CP014989.1	ASM	T04436	2060441	GCF_001685415.1_ASM168541v1_genomic.gff.gz	3597394
ORI97012629	GCF_001688965.2	NZ_CP015404.2	ASM	T04439	385509	GCF_001688965.2_ASM168896v2_genomic.gff.gz	4468297
ORI97016423	GCF_001698225.1	NZ_CP016594.1	ASM	T04440	5701006	GCF_001698225.1_ASM169822v1_genomic.gff.gz	5701501
ORI97012847	GCF_001713355.1	NZ_CP016448.1	ASM	T04449	2004206	GCF_001713355.1_ASM171335v1_genomic.gff.gz	3937190
ORI97012890	GCF_001642935.1	NZ_CP016761.1	ASM	T04452	4041414	GCF_001642935.1_ASM164293v2_genomic.gff.gz	4055461
ORI97012886	GCF_001701045.1	NZ_CP016757.1	ASM	T04453	3584800	GCF_001701045.1_ASM170104v1_genomic.gff.gz	3585187
ORI97016393	GCF_001712875.1	NZ_CP015149.1	ASM	T04456	575087	GCF_001712875.1_ASM171287v1_genomic.gff.gz	576118
ORI97012631	GCF_001689125.2	NZ_CP015405.2	ASM	T04458	4251535	GCF_001689125.2_ASM168912v2_genomic.gff.gz	5128746
ORI97011875	GCF_001708405.1	NZ_CP012418.1	ASM	T04467	2495815	GCF_001708405.1_ASM170840v1_genomic.gff.gz	2496140
ORI97012856	GCF_001687585.2	NZ_CP016537.2	ASM	T04473	3424404	GCF_001687585.2_ASM168758v2_genomic.gff.gz	3424893
ORI97016478	GCF_001723605.1	NZ_CP017111.1	ASM	T04475	3029840	GCF_001723605.1_ASM172360v1_genomic.gff.gz	3029840
ORI97011940	GCF_001295365.1	NZ_CP012712.1	ASM	T04476	614505	GCF_001295365.1_ASM129536v1_genomic.gff.gz	3873116
ORI97012306	GCF_001542565.1	NZ_CP014196.1	ASM	T04477	4434440	GCF_001542565.1_ASM154256v1_genomic.gff.gz	4434904
ORI97015342	GCF_001714725.1	NZ_CP016447.1	ASM	T04481	1072557	GCF_001714725.1_ASM171472v1_genomic.gff.gz	4574859
ORI97014188	GCF_900070365.1	NZ_LN850107.1	ASM	T04489	5854777	GCF_900070365.1_Alloactinosynnema_sp._L-07_genomic.gff.gz	7405112
ORI97013051	GCF_001747405.1	NZ_CP017305.1	ASM	T04492	2796994	GCF_001747405.1_ASM174740v1_genomic.gff.gz	2797276
ORI97013068	GCF_001753245.1	NZ_CP017415.1	ASM	T04495	1333	GCF_001753245.1_ASM175324v1_genomic.gff.gz	3566941
ORI97016487	GCF_001753225.1	NZ_CP017420.1	ASM	T04496	4726242	GCF_001753225.1_ASM175322v1_genomic.gff.gz	7195716
ORI97015319	GCF_001704155.1	NZ_CP016294.1	ASM	T04500	163316	GCF_001704155.1_ASM170415v1_genomic.gff.gz	4198652
ORI97012413	GCF_001586195.1	NZ_CP014609.1	ASM	T04506	3709255	GCF_001586195.1_ASM158619v1_genomic.gff.gz	3991226
ORI97015308	GCF_001761405.1	NZ_CP016043.1	ASM	T04508	3780462	GCF_001761405.1_ASM176140v1_genomic.gff.gz	3811650
ORI97015204	GCF_001767295.1	NZ_CP014944.1	ASM	T04511	2431447	GCF_001767295.1_ASM176729v1_genomic.gff.gz	4683314
ORI97012578	GCF_001767275.1	NZ_CP015206.1	ASM	T04512	1417650	GCF_001767275.1_ASM176727v1_genomic.gff.gz	2131361
ORI97015270	GCF_001742145.1	NZ_CP015749.1	ASM	T04513	4139616	GCF_001742145.1_ASM174214v1_genomic.gff.gz	5030841
ORI97011771	GCF_001040945.1	NZ_CP011930.1	ASM	T04519	5509316	GCF_001040945.1_ASM104094v1_genomic.gff.gz	5509723
ORI97011493	GCF_001188915.1	NZ_CP010309.1	ASM	T04520	2582396	GCF_001188915.1_ASM118891v1_genomic.gff.gz	2582931
ORI97014936	GCF_001262035.1	NZ_CP012067.1	ASM	T04521	522372	GCF_001262035.1_ASM126203v1_genomic.gff.gz	2414427
ORI97016024	GCF_001457475.1	NZ_LN831029.1	ASM	T04522	6782703	GCF_001457475.1_NCTC10807_genomic.gff.gz	6813182
ORI97015058	GCF_001441165.1	NZ_CP013126.1	ASM	T04523	1151763	GCF_001441165.1_ASM144116v1_genomic.gff.gz	3651382
ORI97010704	GCF_001025175.1	NZ_AP012324.1	ASM	T04525	2269098	GCF_001025175.1_ASM102517v1_genomic.gff.gz	2269415
ORI97012287	GCF_001543175.1	NZ_CP014161.1	ASM	T04528	1931612	GCF_001543175.1_ASM154317v1_genomic.gff.gz	1974262
ORI97014986	GCF_001593245.1	NZ_CP012504.1	ASM	T04529	107036	GCF_001593245.1_ASM159324v1_genomic.gff.gz	4923009
ORI97015271	GCF_001742185.1	NZ_CP015750.1	ASM	T04535	1734417	GCF_001742185.1_ASM174218v1_genomic.gff.gz	5043228
ORI97014223	GCF_900093775.1	NZ_LT603683.1	ASM	T04537	4606820	GCF_900093775.1_EVONIK_BGLY_genomic.gff.gz	4607442
ORI97015314	GCF_001721185.1	NZ_CP016176.1	ASM	T04538	3345259	GCF_001721185.1_ASM172118v1_genomic.gff.gz	4522699
ORI97014787	GCF_001865675.1	NZ_CP011319.1	ASM	T04539	6338836	GCF_001865675.1_ASM186567v1_genomic.gff.gz	6453540
ORI97015014	GCF_001314975.1	NZ_CP012937.1	ASM	T04540	5239677	GCF_001314975.1_ASM131497v1_genomic.gff.gz	6487685
ORI97014232	GCF_900097105.1	NZ_LT629973.1	ASM	T04551	3073671	GCF_900097105.1_WK001_genomic.gff.gz	3074078
ORI97013218	GCF_001886615.1	NZ_CP018139.1	ASM	T04554	1744838	GCF_001886615.1_ASM188661v1_genomic.gff.gz	3543891
ORI97012338	GCF_001553195.1	NZ_CP014281.1	ASM	T04557	897232	GCF_001553195.1_ASM155319v1_genomic.gff.gz	897443
ORI97013211	GCF_001887245.1	NZ_CP018135.1	ASM	T04559	1863771	GCF_001887245.1_ASM188724v1_genomic.gff.gz	2667837
ORI97012271	GCF_001750105.1	NZ_CP014143.1	ASM	T04560	1034736	GCF_001750105.1_ASM175010v1_genomic.gff.gz	3864326
ORI97012701	GCF_001750115.1	NZ_CP015731.1	ASM	T04561	428959	GCF_001750115.1_ASM175011v1_genomic.gff.gz	3208634
ORI97013082	GCF_001806325.1	NZ_CP017580.1	ASM	T04562	1719611	GCF_001806325.1_ASM180632v1_genomic.gff.gz	3795948
ORI97012582	GCF_001854225.1	NZ_CP015208.1	ASM	T04564	1410743	GCF_001854225.1_ASM185422v1_genomic.gff.gz	1424506
ORI97013147	GCF_001895285.1	NZ_CP017761.1	ASM	T04573	591522	GCF_001895285.1_ASM189528v1_genomic.gff.gz	2767908
ORI97012313	GCF_001561955.1	NZ_CP014223.1	ASM	T04574	3119628	GCF_001561955.1_ASM156195v1_genomic.gff.gz	3120417
ORI97015266	GCF_000261045.2	NZ_CP015613.1	ASM	T04576	5443273	GCF_000261045.2_ASM26104v2_genomic.gff.gz	5474685
ORI97015311	GCF_001676705.1	NZ_CP016170.1	ASM	T04591	5846026	GCF_001676705.1_ASM167670v1_genomic.gff.gz	5878756
ORI97012664	GCF_001887775.1	NZ_CP015519.1	ASM	T04594	2267797	GCF_001887775.1_ASM188777v1_genomic.gff.gz	3218469
ORI97013149	GCF_001895305.1	NZ_CP017762.1	ASM	T04596	2374760	GCF_001895305.1_ASM189530v1_genomic.gff.gz	4749385
ORI97013209	GCF_001887285.1	NZ_CP018134.1	ASM	T04601	2336350	GCF_001887285.1_ASM188728v1_genomic.gff.gz	3410829
ORI97015497	GCF_001889025.1	NZ_CP018154.1	ASM	T04602	344027	GCF_001889025.1_ASM188902v1_genomic.gff.gz	2533041
ORI97015535	GCF_001922305.1	NZ_CP018839.1	ASM	T04612	3708570	GCF_001922305.1_ASM192230v1_genomic.gff.gz	3735506
ORI97016327	GCF_001281065.1	NZ_CP012647.1	ASM	T04624	99880	GCF_001281065.1_ASM128106v1_genomic.gff.gz	2522438
ORI97015504	GCF_001895965.1	NZ_CP018201.1	ASM	T04629	16422	GCF_001895965.1_ASM189596v1_genomic.gff.gz	4783504
ORI97015450	GCF_001806305.1	NZ_CP017483.1	ASM	T04630	2176213	GCF_001806305.1_ASM180630v1_genomic.gff.gz	4317450
ORI97016803	GCF_001941525.1	NZ_CP009471.1	ASM	T04633	1271871	GCF_001941525.1_ASM194152v1_genomic.gff.gz	2290181
